station_name,lat,lng
Ashland Ave & Augusta Blvd,41.89964294433594,-87.6677017211914
Ashland Ave & Belle Plaine Ave,41.956058502197266,-87.66883850097656
Ashland Ave & Blackhawk St,41.907066345214844,-87.66725158691406
Ashland Ave & Chicago Ave,41.895965576171875,-87.6677474975586
Ashland Ave & Division St,41.90345001220703,-87.6677474975586
Ashland Ave & Garfield Blvd,41.792823791503906,-87.6644287109375
Ashland Ave & Grace St,41.950687408447266,-87.668701171875
Ashland Ave & Grand Ave,41.89107131958008,-87.66661071777344
Ashland Ave & Lake St,41.885921478271484,-87.66716766357422
Ashland Ave & McDowell Ave,41.808868408203125,-87.66454315185547
Ashland Ave & Pershing Rd,41.823463439941406,-87.66558074951172
Ashland Ave & Wellington Ave,41.93608474731445,-87.66980743408203
Ashland Ave & Wrightwood Ave,41.928829193115234,-87.66851043701172
Augusta Blvd & Laramie Ave,41.900001525878906,-87.76000213623047
Austin Ave & Roscoe St,41.939998626708984,-87.77999877929688
Austin Ave & Wellington Ave - midblock,41.93000030517578,-87.77999877929688
Austin Ave & Wrightwood Ave,41.93000030517578,-87.77999877929688
Austin Blvd & Chicago Ave,41.8948860168457,-87.77470397949219
Austin Blvd & Lake St,41.887943267822266,-87.77427673339844
Austin Blvd & Madison St,41.880279541015625,-87.77445220947266
Austin Blvd & North Ave,41.90999984741211,-87.77999877929688
Austin Branch Chicago Public Library,41.88999938964844,-87.7699966430664
Avenue J & 106th St,41.70000076293945,-87.52999877929688
Avenue J & 112th St,41.689998626708984,-87.52999877929688
Avenue L & 114th St,41.689998626708984,-87.54000091552734
Avenue M & 132nd St,41.65999984741211,-87.54000091552734
Avenue O & 118th St,41.680999755859375,-87.53793334960938
Avenue O & 134th St,41.6518669128418,-87.5396728515625
Avers Ave & 16th St,41.85908889770508,-87.72120666503906
Avers Ave & Archer Ave,41.79999923706055,-87.72000122070312
Avers Ave & Belmont Ave,41.93940734863281,-87.72357177734375
Avers Ave & Irving Park Rd,41.95000076293945,-87.72000122070312
Avers Ave & Ogden Ave,41.849998474121094,-87.72000122070312
Avondale Ave & Addison St,41.95000076293945,-87.72000122070312
Avondale Ave & Irving Park Rd,41.953392028808594,-87.73200225830078
Back of the Yards Park,41.79999923706055,-87.66000366210938
Baltimore Ave & 133rd St,41.65348815917969,-87.54702758789062
Baltimore Ave & 87th St,41.737335205078125,-87.54851531982422
Base - 2132 W Hubbard,41.889957427978516,-87.6801528930664
Base - 2132 W Hubbard Warehouse,41.88995361328125,-87.68064880371094
Bell Ave & 95th St,41.720001220703125,-87.68000030517578
Bennett Ave & 79th St,41.75178527832031,-87.57849884033203
Bennett Ave & 96th St,41.720001220703125,-87.58000183105469
Bensley Ave & 103rd St,41.709999084472656,-87.55999755859375
Benson Ave & Church St,42.048213958740234,-87.68348693847656
Bernard St & Elston Ave,41.94992446899414,-87.71395111083984
Bernard St & Peterson Ave,41.990440368652344,-87.7152328491211
Big Marsh Park,41.68587875366211,-87.57382202148438
Bishop St & 46th St,41.810001373291016,-87.66000366210938
Bissell St & Armitage Ave,41.91844177246094,-87.6522216796875
Bissell St & Armitage Ave - Charging,41.91801834106445,-87.65218353271484
Bissell St & Armitage Ave*,41.918296813964844,-87.65218353271484
Blackstone Ave & 59th St,41.78787612915039,-87.59046173095703
Blackstone Ave & Hyde Park Blvd,41.80256271362305,-87.59037017822266
Bloomingdale Ave & Harlem Ave,41.90999984741211,-87.80999755859375
Blue Island Ave & 18th St,41.8575553894043,-87.66153717041016
Bosworth Ave & Howard St,42.01953887939453,-87.66956329345703
Bradley Park,41.71787643432617,-87.56459045410156
Brandon Ave & 91st St,41.72999954223633,-87.55000305175781
Brighton Park Branch Chicago Library,41.81999969482422,-87.69999694824219
Broadway & Argyle St,41.97381591796875,-87.65966033935547
Broadway & Barry Ave,41.937583923339844,-87.64409637451172
Broadway & Belmont Ave,41.94010543823242,-87.64545440673828
Broadway & Berwyn Ave,41.97835159301758,-87.65975189208984
Broadway & Cornelia Ave,41.94552993774414,-87.64643859863281
Broadway & Granville Ave,41.994781494140625,-87.66028594970703
Broadway & Ridge Ave,41.98404312133789,-87.66027069091797
Broadway & Sheridan Rd,41.95283126831055,-87.64999389648438
Broadway & Thorndale Ave,41.989742279052734,-87.66014099121094
Broadway & Waveland Ave,41.949073791503906,-87.64863586425781
Broadway & Wilson - Truman College Vaccination Site,41.9652214050293,-87.65814208984375
Broadway & Wilson Ave,41.9652214050293,-87.65814208984375
Buckingham - Fountain,41.87666320800781,-87.6204833984375
Buckingham Fountain,41.87651062011719,-87.62054443359375
Buckingham Fountain (Columbus/Balbo),41.87074661254883,-87.6240005493164
Buckingham Fountain (Temp),41.8682861328125,-87.62398529052734
Budlong Woods Library,41.983665466308594,-87.69641876220703
Buffalo Ave & 133rd St,41.650001525878906,-87.54000091552734
Buffalo Ave & 89th St,41.72999954223633,-87.54000091552734
Burley Ave & 85th St,41.74116897583008,-87.54518127441406
Burley Ave & 91st St,41.73054122924805,-87.54557800292969
Burling St & Diversey Pkwy,41.93313980102539,-87.64775848388672
Burling St (Halsted) & Diversey Pkwy (Temp),41.93313980102539,-87.64775848388672
Burnham Greenway & 105th St,41.70457458496094,-87.52822875976562
Burnham Greenway & 112th St,41.6917724609375,-87.53043365478516
Burnham Harbor,41.85626983642578,-87.6137924194336
California & 16th St,41.86000061035156,-87.69999694824219
California Ave & 21st St,41.85380554199219,-87.69573974609375
California Ave & 23rd Pl,41.8491096496582,-87.69513702392578
California Ave & 26th St,41.84368133544922,-87.6949691772461
California Ave & 29th St,41.8402214050293,-87.69412994384766
California Ave & 36th St,41.83000183105469,-87.69000244140625
California Ave & 41st St,41.818668365478516,-87.69441223144531
California Ave & 71st St,41.764747619628906,-87.69312286376953
California Ave & Altgeld St,41.92668914794922,-87.69766998291016
California Ave & Byron St,41.95216369628906,-87.69805145263672
California Ave & Cortez St,41.90036392211914,-87.69670104980469
California Ave & Devon Ave - NE,42.0,-87.69999694824219
California Ave & Devon Ave - NW,42.0,-87.69999694824219
California Ave & Division St,41.90303039550781,-87.69747161865234
California Ave & Fletcher St,41.93842697143555,-87.69800567626953
California Ave & Francis Pl,41.91849136352539,-87.69742584228516
California Ave & Francis Pl (Temp),41.91849136352539,-87.69742584228516
California Ave & Granville Ave,41.99402618408203,-87.69930267333984
California Ave & Lake St,41.88445281982422,-87.69629669189453
California Ave & Madison St,41.8809814453125,-87.69597625732422
California Ave & Marquette Rd,41.771610260009766,-87.69332885742188
California Ave & Milwaukee Ave,41.92269515991211,-87.69715118408203
California Ave & Montrose Ave,41.96106719970703,-87.69544219970703
California Ave & North Ave,41.910438537597656,-87.69719696044922
California Ave & Ogden Ave,41.86000061035156,-87.69999694824219
California Ave & Pershing Rd,41.81999969482422,-87.69000244140625
California Ave & Touhy Ave,42.01203536987305,-87.700439453125
California Ave & Touhy Ave - NW,42.0099983215332,-87.69999694824219
California Ave & Winona St,41.970001220703125,-87.69999694824219
Calumet Ave & 103rd St,41.709999084472656,-87.62000274658203
Calumet Ave & 18th St,41.85761260986328,-87.6194076538086
Calumet Ave & 21st St,41.854183197021484,-87.61915588378906
Calumet Ave & 33rd St,41.83489990234375,-87.61792755126953
Calumet Ave & 35th St,41.83137893676758,-87.61803436279297
Calumet Ave & 51st St,41.80229568481445,-87.61805725097656
Calumet Ave & 71st St,41.765506744384766,-87.6169204711914
Calumet Ave & Garfield Blvd,41.790000915527344,-87.62000274658203
Calumet Park,41.71371078491211,-87.53084564208984
Campbell Ave & 51st St,41.79999923706055,-87.69000244140625
Campbell Ave & Augusta Blvd,41.89957809448242,-87.68949890136719
Campbell Ave & Fullerton Ave,41.92463302612305,-87.6893081665039
Campbell Ave & Irving Park Rd,41.95000076293945,-87.69000244140625
Campbell Ave & Montrose Ave,41.961524963378906,-87.691162109375
Campbell Ave & Montrose Ave (Temp),41.961483001708984,-87.69232177734375
Campbell Ave & North Ave,41.9105339050293,-87.6895523071289
Canal St & Adams St,41.87925338745117,-87.63990020751953
Canal St & Harrison St,41.8742561340332,-87.63957214355469
Canal St & Jackson Blvd,41.87724685668945,-87.63936614990234
Canal St & Madison St,41.882408142089844,-87.6397705078125
Canal St & Monroe St,41.881690979003906,-87.6395263671875
Canal St & Taylor St,41.87025833129883,-87.63947296142578
Cannon Dr & Fullerton Ave,41.9267578125,-87.63442993164062
Carpenter St & 63rd St,41.779869079589844,-87.65091705322266
Carpenter St & Huron St,41.894554138183594,-87.65345001220703
Central Ave & Altgeld St,41.925811767578125,-87.76636505126953
Central Ave & Chicago Ave,41.89495849609375,-87.76490020751953
Central Ave & Corcoran Pl,41.88999938964844,-87.7699966430664
Central Ave & George St,41.93000030517578,-87.7699966430664
Central Ave & Harrison St,41.87299346923828,-87.76449584960938
Central Ave & Lake St,41.887664794921875,-87.76547241210938
Central Ave & Madison St,41.88011932373047,-87.76323699951172
Central Ave & North Ave,41.90999984741211,-87.7699966430664
Central Ave & Parker Ave,41.93000030517578,-87.7699966430664
Central Ave & Roscoe St,41.939998626708984,-87.7699966430664
Central Ave & Wellington Ave,41.93488311767578,-87.76675415039062
Central Park & Augusta Blvd,41.900001525878906,-87.72000122070312
Central Park Ave & 24th St,41.84809875488281,-87.7150650024414
Central Park Ave & 66th St,41.773258209228516,-87.71314239501953
Central Park Ave & Ardmore Ave,41.98660659790039,-87.71876525878906
Central Park Ave & Bloomingdale Ave,41.91416549682617,-87.71675872802734
Central Park Ave & Douglas Blvd,41.86000061035156,-87.72000122070312
Central Park Ave & Elbridge Ave,41.93533706665039,-87.71688842773438
Central Park Ave & North Ave,41.9096565246582,-87.71662902832031
Central Park Ave & Ogden Ave,41.85406494140625,-87.71511840820312
Central Park Ave & Ohio St,41.88999938964844,-87.72000122070312
Central Park Ave & Washington Blvd,41.882747650146484,-87.71540069580078
Central Park Blvd & 5th Ave,41.87567901611328,-87.71546936035156
Central St & Girard Ave,42.06431198120117,-87.68614959716797
Central St Metra,42.0635986328125,-87.69873046875
Chappel Ave & 71st St,41.77000045776367,-87.58000183105469
Chase Ave & Touhy Ave - NE,42.0099983215332,-87.69000244140625
Chase Ave & Touhy Ave - NW,42.0099983215332,-87.69000244140625
Cherry Ave & Blackhawk St,41.907222747802734,-87.6556167602539
Chicago Ave & Dempster St,42.041690826416016,-87.6806869506836
Chicago Ave & Sheridan Rd,42.05049133300781,-87.67781829833984
Chicago Ave & Washington St,42.032562255859375,-87.6791000366211
Chicago State University,41.718963623046875,-87.6082992553711
Chopin Park,41.939998626708984,-87.76000213623047
Christiana Ave & 55th St,41.790000915527344,-87.70999908447266
Christiana Ave & Archer Ave,41.810001373291016,-87.70999908447266
Christiana Ave & Belmont Ave,41.939998626708984,-87.70999908447266
Christiana Ave & Bryn Mawr Ave,41.97999954223633,-87.70999908447266
Christiana Ave & Lawrence Ave,41.968353271484375,-87.71183013916016
Cicero Ave & Altgeld St,41.93000030517578,-87.75
Cicero Ave & Cortland St - midblock,41.91999816894531,-87.75
Cicero Ave & Flournoy St,41.87213134765625,-87.74662017822266
Cicero Ave & Grace St,41.95000076293945,-87.75
Cicero Ave & Lake St,41.8868408203125,-87.7452621459961
Cicero Ave & Le Moyne St - midblock,41.90999984741211,-87.75
Cicero Ave & North Ave,41.90999984741211,-87.75
Cicero Ave & Quincy St,41.87761306762695,-87.74540710449219
Cicero Ave & Roscoe Ave,41.94242858886719,-87.747314453125
Cicero Ave & Roscoe St,41.939998626708984,-87.75
Cicero Ave & Wellington Ave,41.935150146484375,-87.7463607788086
Cicero Ave & Wrightwood Ave,41.92790603637695,-87.7467269897461
City Rack - Albany Ave & 103rd St,41.709999084472656,-87.69999694824219
Cityfront Plaza Dr & Pioneer Ct,41.89057159423828,-87.6220703125
Claremont Ave & 71st St,41.7599983215332,-87.68000030517578
Claremont Ave & Hirsch St,41.907779693603516,-87.68585205078125
Clarendon Ave & Gordon Ter,41.95786666870117,-87.64950561523438
Clarendon Ave & Junior Ter,41.961002349853516,-87.64960479736328
Clarendon Ave & Leland Ave,41.96796798706055,-87.6500015258789
Clark St & 9th St (AMLI),41.87081527709961,-87.6312484741211
Clark St & Armitage Ave,41.918304443359375,-87.63628387451172
Clark St & Berwyn Ave,41.978031158447266,-87.66856384277344
Clark St & Bryn Mawr Ave,41.98359298706055,-87.66915130615234
Clark St & Chicago Ave,41.896751403808594,-87.63088989257812
Clark St & Columbia Ave,42.004451751708984,-87.67240142822266
Clark St & Drummond Pl,41.93124771118164,-87.64433288574219
Clark St & Elm St,41.90297317504883,-87.63127899169922
Clark St & Elmdale Ave,41.99085998535156,-87.66972351074219
Clark St & Grace St,41.95077896118164,-87.65917205810547
Clark St & Ida B Wells Dr,41.87593078613281,-87.63058471679688
Clark St & Jarvis Ave,42.01596450805664,-87.67500305175781
Clark St & Lake St,41.88602066040039,-87.63087463378906
Clark St & Leland Ave,41.96709442138672,-87.66742706298828
Clark St & Lincoln Ave,41.915687561035156,-87.63459777832031
Clark St & Lunt Ave,42.009010314941406,-87.67411041259766
Clark St & Montrose Ave,41.96158981323242,-87.6660385131836
Clark St & Newport St,41.94453811645508,-87.65467834472656
Clark St & North Ave,41.9119758605957,-87.63194274902344
Clark St & Randolph St,41.88457489013672,-87.63188934326172
Clark St & Schiller St,41.90799331665039,-87.63150024414062
Clark St & Schreiber Ave,41.99925231933594,-87.67137908935547
Clark St & Touhy Ave,42.0125617980957,-87.67436981201172
Clark St & Wellington Ave,41.93649673461914,-87.64753723144531
Clark St & Winnemac Ave,41.97334671020508,-87.66785430908203
Clark St & Wrightwood Ave,41.92954635620117,-87.64311981201172
Clifton Ave & Armitage Ave,41.918216705322266,-87.65693664550781
Clinton St & 18th St,41.857948303222656,-87.64082336425781
Clinton St & Jackson Blvd,41.87831497192383,-87.64098358154297
Clinton St & Lake St,41.88563537597656,-87.6418228149414
Clinton St & Madison St,41.88275146484375,-87.64118957519531
Clinton St & Polk St,41.87146759033203,-87.64094543457031
Clinton St & Roosevelt Rd,41.86711883544922,-87.6410903930664
Clinton St & Tilden St,41.875885009765625,-87.64079284667969
Clinton St & Washington Blvd,41.88338088989258,-87.64116668701172
Clybourn Ave & Division St,41.90461349487305,-87.64054870605469
Clyde Ave & 87th St,41.737152099609375,-87.57273864746094
Colfax Ave & 83rd St,41.7400016784668,-87.55999755859375
Columbus Ave & 79th St,41.74911880493164,-87.70426177978516
Columbus Ave & 83rd Pl,41.7413444519043,-87.71369934082031
Columbus Dr & Randolph St,41.884727478027344,-87.61952209472656
Commercial Ave & 100th St,41.71331787109375,-87.55109405517578
Commercial Ave & 130th St,41.659149169921875,-87.55076599121094
Commercial Ave & 83rd St,41.74461364746094,-87.55120849609375
Commercial Ave & 89th St,41.72999954223633,-87.55000305175781
Commercial Ave & 90th St,41.73197937011719,-87.55107116699219
Commercial Ave & 97th St,41.718929290771484,-87.55111694335938
Conservatory Dr & Lake St,41.885501861572266,-87.71686553955078
Constance Ave & 95th St,41.7222900390625,-87.57897186279297
Cornell Ave & Hyde Park Blvd,41.802406311035156,-87.58692169189453
Cornell Dr & Hayes Dr,41.78059387207031,-87.58484649658203
Cottage Grove & 85th St,41.7400016784668,-87.61000061035156
Cottage Grove & 86th St,41.7400016784668,-87.61000061035156
Cottage Grove Ave & 111th Pl,41.69171142578125,-87.61000061035156
Cottage Grove Ave & 111th St,41.689998626708984,-87.61000061035156
Cottage Grove Ave & 43rd St,41.816497802734375,-87.60658264160156
Cottage Grove Ave & 47th St,41.80985641479492,-87.60675811767578
Cottage Grove Ave & 51st St,41.80303955078125,-87.60661315917969
Cottage Grove Ave & 63rd St,41.78053283691406,-87.60597229003906
Cottage Grove Ave & 67th St,41.773719787597656,-87.60563659667969
Cottage Grove Ave & 71st St,41.76572036743164,-87.6049575805664
Cottage Grove Ave & 75th St,41.7599983215332,-87.61000061035156
Cottage Grove Ave & 78th St,41.753173828125,-87.60502624511719
Cottage Grove Ave & 83rd St,41.74344253540039,-87.6048355102539
Cottage Grove Ave & 87th St,41.7400016784668,-87.61000061035156
Cottage Grove Ave & 91st St,41.72999954223633,-87.5999984741211
Cottage Grove Ave & 92nd St,41.72999954223633,-87.5999984741211
Cottage Grove Ave & 98th St,41.720001220703125,-87.5999984741211
Cottage Grove Ave & Oakwood Blvd,41.8229866027832,-87.60710144042969
DIVVY CASSETTE REPAIR MOBILE STATION,41.880958557128906,-87.61674499511719
Daley Center Plaza,41.884239196777344,-87.62963104248047
Damen Ave & 33rd St,41.83000183105469,-87.68000030517578
Damen Ave & 47th St,41.810001373291016,-87.68000030517578
Damen Ave & 51st St,41.800907135009766,-87.6746826171875
Damen Ave & 59th St,41.78586196899414,-87.67414093017578
Damen Ave & 74th St,41.759273529052734,-87.67363739013672
Damen Ave & 77th St,41.75420379638672,-87.67322540283203
Damen Ave & 80th St,41.75,-87.66999816894531
Damen Ave & 81st St,41.74653244018555,-87.67305755615234
Damen Ave & 87th St,41.736045837402344,-87.67285919189453
Damen Ave & Charleston St,41.920082092285156,-87.6778564453125
Damen Ave & Chicago Ave,41.89576721191406,-87.6772232055664
Damen Ave & Clybourn Ave,41.93193054199219,-87.6778564453125
Damen Ave & Cortland St,41.91598129272461,-87.67733764648438
Damen Ave & Coulter St,41.84920120239258,-87.6756362915039
Damen Ave & Cullerton St,41.85496520996094,-87.67569732666016
Damen Ave & Division St,41.90326690673828,-87.67843627929688
Damen Ave & Foster Ave,41.975616455078125,-87.67945861816406
Damen Ave & Grand Ave,41.89239501953125,-87.67688751220703
Damen Ave & Lake St,41.88496780395508,-87.67683410644531
Damen Ave & Leland Ave,41.96709442138672,-87.67903137207031
Damen Ave & Madison St,41.881370544433594,-87.6749267578125
Damen Ave & Melrose Ave,41.94060134887695,-87.67849731445312
Damen Ave & Pershing Rd,41.82319259643555,-87.67659759521484
Damen Ave & Pierce Ave,41.90939712524414,-87.67768859863281
Damen Ave & Sunnyside Ave,41.96324920654297,-87.67926025390625
Damen Ave & Thomas St (Augusta Blvd),41.90131378173828,-87.67740631103516
Damen Ave & Wabansia Ave,41.90999984741211,-87.68000030517578
Damen Ave & Walnut (Lake) St,41.88595199584961,-87.67700958251953
Damen Ave & Walnut (Lake) St (*),41.88600158691406,-87.677001953125
Damen Ave & Wellington Ave,41.93587875366211,-87.67842102050781
Damen Ave/Coulter St,41.84920120239258,-87.6756362915039
Dan Ryan Woods & 83rd St,41.74280548095703,-87.68017578125
Dauphin Ave & 103rd St,41.70724868774414,-87.607666015625
Dauphin Ave & 87th St,41.7365608215332,-87.60125732421875
Dayton St & North Ave,41.910579681396484,-87.64942169189453
Dearborn Pkwy & Delaware Pl,41.89896774291992,-87.62991333007812
Dearborn St & Adams St,41.879356384277344,-87.62979125976562
Dearborn St & Erie St,41.89399337768555,-87.62931823730469
Dearborn St & Monroe St,41.88132095336914,-87.62952423095703
Dearborn St & Van Buren St,41.87626647949219,-87.62915802001953
Delano Ct & Roosevelt Rd,41.86749267578125,-87.63218688964844
Desplaines St & Jackson Blvd,41.87812042236328,-87.64395141601562
Desplaines St & Kinzie St,41.88871765136719,-87.64444732666016
Desplaines St & Randolph St,41.88461685180664,-87.64456939697266
Divvy Valet - Oakwood Beach,41.824466705322266,-87.59814453125
Dodge Ave & Church St,42.048309326171875,-87.69822692871094
Dodge Ave & Main St,42.03463363647461,-87.69918823242188
Dodge Ave & Mulford St,42.02346420288086,-87.69959259033203
Dorchester Ave & 49th St,41.80577087402344,-87.59246063232422
Dorchester Ave & 63rd St,41.7804069519043,-87.59141540527344
Doty Ave & 111th St,41.695011138916016,-87.59871673583984
Drake Ave & Addison St,41.94732666015625,-87.71758270263672
Drake Ave & Fullerton Ave,41.92439651489258,-87.71543884277344
Drake Ave & Montrose Ave,41.96115493774414,-87.71656799316406
Drexel Ave & 60th St,41.78586196899414,-87.60455322265625
Drexel Ave & 87th St,41.7400016784668,-87.5999984741211
DuSable Lake Shore Dr & Belmont Ave,41.94077682495117,-87.63919067382812
DuSable Lake Shore Dr & Diversey Pkwy,41.932586669921875,-87.63642883300781
DuSable Lake Shore Dr & Monroe St,41.880958557128906,-87.61674499511719
DuSable Lake Shore Dr & North Blvd,41.911720275878906,-87.62680053710938
DuSable Lake Shore Dr & Ohio St,41.89257049560547,-87.61449432373047
DuSable Lake Shore Dr & Wellington Ave,41.93668746948242,-87.63682556152344
DuSable Museum,41.791568756103516,-87.60784912109375
Dusable Harbor,41.8869743347168,-87.6128158569336
East End Ave & 87th St,41.73681640625,-87.58280181884766
Eastlake Ter & Howard St,42.019203186035156,-87.664306640625
Eastlake Ter & Rogers Ave,42.0208854675293,-87.66505432128906
Eberhart Ave & 131st St,41.65841293334961,-87.61071014404297
Eberhart Ave & 61st St,41.784141540527344,-87.61448669433594
Eberhart Ave & 91st St,41.729286193847656,-87.61103057861328
Eckhart Park,41.8963737487793,-87.66098022460938
Eggleston Ave & 114th St,41.689998626708984,-87.62999725341797
Eggleston Ave & 115th St,41.6850700378418,-87.63361358642578
Eggleston Ave & 69th St,41.768898010253906,-87.63587951660156
Eggleston Ave & 69th St (*),41.76890182495117,-87.63590240478516
Eggleston Ave & 92nd St,41.727577209472656,-87.63482666015625
Eli Whitney Public School,41.84000015258789,-87.7300033569336
Elizabeth (May) St & Fulton St,41.88661575317383,-87.65804290771484
Elizabeth St & 47th St,41.80839157104492,-87.65652465820312
Elizabeth St & 59th St,41.789695739746094,-87.65470123291016
Elizabeth St & 92nd St,41.72679901123047,-87.65428924560547
Elizabeth St & Fulton St,41.88682556152344,-87.658935546875
Elizabeth St & Randolph St,41.884334564208984,-87.65890502929688
Ellis Ave & 53rd St,41.79933547973633,-87.60095977783203
Ellis Ave & 55th St,41.7943000793457,-87.60144805908203
Ellis Ave & 58th St,41.78874588012695,-87.60133361816406
Ellis Ave & 60th St,41.785099029541016,-87.60107421875
Ellis Ave & 83rd St,41.74412155151367,-87.59903717041016
Elmwood Ave & Austin St,42.02578353881836,-87.6841049194336
Elston Ave & Cortland St,41.91643524169922,-87.666748046875
Elston Ave & George St,41.93000030517578,-87.69000244140625
Elston Ave & Henderson St,41.939998626708984,-87.69999694824219
Elston Ave & Wabansia Ave,41.91291809082031,-87.66416931152344
Emerald Ave & 28th St,41.84357833862305,-87.64537048339844
Emerald Ave & 31st St,41.838199615478516,-87.6451416015625
Emerald Ave & 43rd St,41.81999969482422,-87.63999938964844
Emerald Ave & 45th St,41.810001373291016,-87.63999938964844
Evans Ave & 63rd St,41.779998779296875,-87.61000061035156
Evans Ave & 75th St,41.75849151611328,-87.60640716552734
Evanston Civic Center,42.057044982910156,-87.68655395507812
Ewing Ave & 101st St,41.709999084472656,-87.54000091552734
Ewing Ave & 105th St,41.70000076293945,-87.54000091552734
Ewing Ave & 106th St,41.702659606933594,-87.53563690185547
Ewing Ave & 112th St,41.689998626708984,-87.52999877929688
Ewing Ave & 96th St,41.720001220703125,-87.54000091552734
Ewing Ave & 97th St,41.719818115234375,-87.5354232788086
Ewing Ave & 98th St,41.717811584472656,-87.53504180908203
Ewing Ave & 99th St,41.720001220703125,-87.54000091552734
Ewing Ave & Burnham Greenway,41.71274948120117,-87.5348129272461
Ewing Ave & Indianapolis Ave,41.709999084472656,-87.54000091552734
Exchange Ave & 79th St,41.751731872558594,-87.55281066894531
Fairbanks Ct & Grand Ave,41.891845703125,-87.6205825805664
Fairbanks St & Superior St,41.895748138427734,-87.62010192871094
Fairfield Ave & 44th St,41.810001373291016,-87.69000244140625
Fairfield Ave & Pratt Blvd,42.00444793701172,-87.69860076904297
Fairfield Ave & Roosevelt Rd,41.86662292480469,-87.69451904296875
Farragut Ave & Central Ave,41.976661682128906,-87.76822662353516
Federal St & Polk St,41.87207794189453,-87.62954711914062
Field Blvd & South Water St,41.886348724365234,-87.61751556396484
Field Museum,41.86531066894531,-87.61786651611328
Financial Pl & Ida B Wells Dr,41.875022888183594,-87.63309478759766
Forrestville Ave & 47th St,41.810001373291016,-87.61000061035156
Fort Dearborn Dr & 31st St,41.83855438232422,-87.60821533203125
Fort Dearborn Dr & 31st St*,41.83867645263672,-87.60883331298828
Francisco Ave & 47th St,41.810001373291016,-87.69999694824219
Francisco Ave & 85th St,41.7389030456543,-87.69551849365234
Francisco Ave & Bloomingdale Ave,41.90999984741211,-87.69999694824219
Francisco Ave & Chicago Ave,41.89574432373047,-87.69865417480469
Francisco Ave & Foster Ave,41.97563171386719,-87.701416015625
Francisco Ave & Hollywood Ave,41.97999954223633,-87.69999694824219
